;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Informações do Empreendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento da Obra;;;;;;;;;;;;;Informações das Unidades;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento ao Comprador;;;;;
RGI;Código no Mapa;Empreendimento;Edifício;Zona de Valor;Endereço;Bairro;Distrito;Região;Cidade;UF;CEP;Zoneamento;Setor;Quadra;Data Lançamento;Data Entrega;Data Ocupação;Data Projeto Aprovado;Tipologia;Classificação do tipo;Padrão;Status;Área Terreno;Área Total Construída;Torres;Nº de Elevadores;Registro de Incorporação;Infraestrutura;Grupo Incorporador Apelido;Grupo Incorporador;Incorporadora 1;Incorporadora 2;Incorporadora 3;Incorporadora 4;Construtora 1;Construtora 2;Vendedora 1;Vendedora 2;Vendedora 3;Vendedora 4;Banco;Unidade;Dormitórios;Suítes;Banheiros;Nº Vagas;Área Privativa;Área Total;Nº Total de Unidades;Nº Unidades por Pavimento;Nº de Pavimentos;Valor do Dolar no lançamento;(VMU)Preço de venda da unidade no lançamento;(VUV)Preço m2 privativo no lançamento;(VMU)Preço de venda da unidade atualizado INCC;(VUV)Preço m2 privativo atualizado INCC;(VMU)Preço de venda da unidade atualizado IGPM;(VUV)Preço m2 privativo atualizado IGPM;(VMU)Preço de venda da unidade atualizado CUB;(VUV)Preço m2 privativo atualizado CUB;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;VGV;Modalidade;Banco;Condições de pagamento;Responsabilidade do Comprador;Data Pesquisa;Observações
34342216;58;JARDIM DONA TEREZA;;SOROCABA - SP;EST DO PASCHOAL, 0;EDEN;SEM DISTRITO;;SOROCABA;SP;18103-063;ZR 3;0;0;mar/14;dez/16;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;45.000,00;;0;0;;;STECCA;STECCA ENGENHARIA E CONSTRUCOES LTDA;STECCA ENGENHARIA E CONSTRUCOES LTDA;;;;STECCA ENGENHARIA E CONSTRUCOES LTDA;;LEXUS CONSULTORIA IMOBILIARIA S/C LTDA;;;;;LOTE;0;0;0;0;150,00;150,00;147;0;0;2,33;52.800,00;352,00;68.030,54;453,54;67.421,88;449,48;65.147,59;434,32;60.000,00;400,00;100,00;0,00;147;0;7.761.600,00;Preço Fechado;;R$ 5.400 ENTRADA PODENDO SER DIVIDIDA, RESTANTE FINANCIADO EM ATÉ 138 VEZES.;;18/03/2016;
33941714;59;JARDIM DOS PASSAROS;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4, BLOCO 5, BLOCO 6;SOROCABA - SP;R MIGUEL STEFAN, 112;LOPES DE OLIVEIRA;SEM DISTRITO;;SOROCABA;SP;18071-297;;0;0;jul/14;jul/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;2.600,00;;6;0;;;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;DHD IMOVEIS;;;;;2 DORMS;2;0;1;1;54,00;89,00;48;2;3;2,22;140.800,00;2.607,41;173.749,74;3.217,59;178.965,86;3.314,19;164.982,18;3.055,23;140.800,00;2.607,41;100,00;0,00;48;0;6.758.400,00;Preço Fechado;;;;29/12/2014;
39835813;60;JARDIM MONTE CARLO;;SOROCABA - SP;R GIACOMO LONGOBARDI, 0;JARDIM EMILIA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18031-090;;0;0;ago/13;dez/14;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;PRONTO;49.525,00;;0;0;;Academia, Playground,;SPLICE;SPLICE DESENVOLVIMENTO IMOBILIARIO;SPLICE DESENVOLVIMENTO IMOBILIARIO;ROSSI RESIDENCIAL S/A;;;SPLICE DESENVOLVIMENTO IMOBILIARIO;;SPLICE DESENVOLVIMENTO IMOBILIARIO;;;;;LOTE;0;0;0;0;330,00;330,00;73;0;0;2,34;383.000,00;1.160,61;506.573,99;1.535,08;511.969,61;1.551,43;476.361,30;1.443,52;420.000,00;1.272,73;100,00;0,00;73;0;27.959.000,00;Preço Fechado;;;;21/09/2016;
35431516;61;JARDIM NATHALIA;LOTEAMENTO ABERTO;SOROCABA - SP;R FLOR DO CARVALHO, 0;EDEN;SEM DISTRITO;;SOROCABA;SP;18103-125;ZR 3;0;0;ago/15;dez/18;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;750.000,00;;0;0;;Academia, Quadra Gramada, Quadra Poli-Esportiva,;NEUMAX;NEUMAX CONSTRUTORA E INCORPORADORA;NEUMAX CONSTRUTORA E INCORPORADORA;;;;NEUMAX CONSTRUTORA E INCORPORADORA;;NEUMAX CONSTRUTORA E INCORPORADORA;;;;;LOTE;0;0;0;0;150,00;150,00;2076;0;0;3,51;96.197,00;641,31;110.543,68;736,95;113.988,57;759,92;107.114,05;714,09;132.000,00;880,00;82,13;17,87;1705;371;199.704.972,00;Preço Fechado;;;;04/09/2018;"PSB: Ficha ok. 04.05
3 etapas de entrega
1º 08/2016
2º 08/2017
3º 08/2018"
316881213;62;JARDIM RESIDENCIAL;(LOTEAMENTO FECHADO);SOROCABA - SP;IPANEMA, 3400;VILA NOVA SOROCABA;SEM DISTRITO;-;SOROCABA;SP;18070-817;;0;0;dez/14;dez/16;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;PRONTO;171.000,00;;0;0;;Quadra Gramada, Churrasqueira, Playground,;JC MORAIS;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;;LOTE;0;0;0;0;154,00;154,00;544;0;0;2,64;61.600,00;400,00;75.315,89;489,06;76.893,37;499,31;71.710,68;465,65;73.500,00;477,27;100,00;0,00;544;0;33.510.400,00;Preço Fechado;;;;27/03/2018;César (15) 3213-5448
34994316;63;JARDIM SANTA ESMERALDA;;SOROCABA - SP;MONSENHOR MAURO VALLINI, 0;JARDIM SANTA ESMERALDA;SEM DISTRITO;;SOROCABA;SP;18079121;ZR 3;0;0;out/13;jun/15;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;2.519,86;;0;0;;;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;SOUZA AFONSO NEGOCIOS IMOBILIARIOS;;;;;CASA;2;0;1;1;50,00;75,00;16;0;2;2,19;116.812,00;2.336,24;153.832,42;3.076,65;152.532,61;3.050,65;144.864,33;2.897,29;153.700,00;3.074,00;100,00;0,00;16;0;1.868.992,00;Preço Fechado;;;;23/05/2016;
39429417;64;JARDIM TUCUNARE;;SOROCABA - SP;R DOUTOR EDMAR EVANGELISTA BARREIROS, 162;JARDIM PAULISTA;SEM DISTRITO;;SOROCABA;SP;18079-356;ZR 3;0;0;jun/15;jun/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;592,95;;1;2;;Churrasqueira, Espaco Gourmet,;ALTAFIM;ALTAFIM CONSTRUCOES;ALTAFIM CONSTRUCOES;;;;ALFAFIM CONSTRUCOES;;RIBEIRA IMOVEIS;;;;CAIXA;2 DORMS;2;0;1;1;52,00;78,00;24;6;8;3,11;131.000,00;2.519,23;152.252,66;2.927,93;156.731,87;3.014,07;146.212,28;2.811,77;173.000,00;3.326,92;66,67;33,33;16;8;3.144.000,00;Preço Fechado;CAIXA;;;04/09/2018;PSB: Ficha ok. 04.05
39429417;64;JARDIM TUCUNARE;;SOROCABA - SP;R DOUTOR EDMAR EVANGELISTA BARREIROS, 162;JARDIM PAULISTA;SEM DISTRITO;;SOROCABA;SP;18079-356;ZR 3;0;0;jun/15;jun/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;592,95;;1;2;;Churrasqueira, Espaco Gourmet,;ALTAFIM;ALTAFIM CONSTRUCOES;ALTAFIM CONSTRUCOES;;;;ALFAFIM CONSTRUCOES;;RIBEIRA IMOVEIS;;;;CAIXA;2 DORMS;2;0;1;1;56,00;84,00;24;6;8;3,11;140.000,00;2.500,00;162.712,77;2.905,59;167.499,71;2.991,07;156.257,40;2.790,31;179.000,00;3.196,43;75,00;25,00;18;6;3.360.000,00;Preço Fechado;CAIXA;;;04/09/2018;
39430417;65;JARDIM TULIPAS;;SOROCABA - SP;AV TEREZA ALBIERO, 81;JARDIM TULIPAS;SEM DISTRITO;;SOROCABA;SP;18050-630;ZR 3;0;0;ago/16;nov/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;582,00;;1;0;;;LUIZ DANELLI;LUIZ DANELLI;LUIZ DANELLI;;;;LUIZ DANELLI;;ONIX IMOVEIS;;;;;2 DORMS;2;0;1;1;43,51;65,26;16;4;4;3,21;139.035,00;3.195,47;150.604,53;3.461,37;147.771,95;3.396,27;146.489,89;3.366,81;165.000,00;3.792,23;100,00;0,00;16;0;2.224.560,00;Preço Fechado;;;;03/05/2018;
3196415;66;JC BUSINESS;(LOTEAMENTO INDUSTRIAL);SOROCABA - SP;AV JOHN BOYD DUNLOP, 0;IPORANGA;SEM DISTRITO;;SOROCABA;SP;18087-155;;0;0;abr/15;dez/17;;;Loteamento;;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;46.869,00;;0;0;;;JC MORAIS;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;;LOTE;0;0;0;0;1.700,00;1.700,00;23;0;0;3,04;595.000,00;350,00;710.933,83;418,20;719.566,10;423,27;687.020,92;404,13;425.000,00;250,00;100,00;0,00;23;0;13.685.000,00;Preço Fechado;;;;27/03/2018;
3631515;67;JK CAMPOLIM RESIDENCIAL;;SOROCABA - SP;R JOAO DIAS DE SOUZA, 337;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-090;;0;0;dez/14;dez/15;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;1.200,00;;1;2;;Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Brinquedoteca, Fitness,;KALIL;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;;;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;MENDES ORTEGA ASSESSORIA IMOBILIARIA;;;;;2 DORMS;2;1;1;2;67,00;100,50;44;4;11;2,64;296.068,00;4.418,93;361.990,68;5.402,85;369.572,52;5.516,01;344.662,96;5.144,23;316.000,00;4.716,42;100,00;0,00;44;0;13.026.992,00;Preço Fechado;;;;18/08/2016;
36646816;68;JK STUDIO;;SOROCABA - SP;R JOAO DIAS DE SOUZA, 295;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-090;ZR 2;0;0;fev/16;jan/18;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.104,00;;1;2;;Academia, Lavanderia Coletiva, Espaco Gourmet, Piscina Semi-Olimpica, Piscina Semi-Climatizada, Sauna Umida, Spa, Estacao Trabalho,;KALIL;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;;;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;1 DORM;1;0;1;1;46,20;69,30;22;4;14;3,97;243.134,00;5.262,64;274.015,35;5.931,07;268.016,28;5.801,22;268.114,95;5.803,35;275.000,00;5.952,38;100,00;0,00;22;0;5.348.948,00;Preço Fechado;;;;05/09/2018;
36646816;68;JK STUDIO;;SOROCABA - SP;R JOAO DIAS DE SOUZA, 295;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-090;ZR 2;0;0;fev/16;jan/18;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.104,00;;1;2;;Academia, Lavanderia Coletiva, Espaco Gourmet, Piscina Semi-Olimpica, Piscina Semi-Climatizada, Sauna Umida, Spa, Estacao Trabalho,;KALIL;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;;;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;1 DORM;1;0;1;1;44,35;66,52;28;4;14;3,97;229.043,00;5.164,44;258.134,60;5.820,39;252.483,21;5.692,97;252.576,16;5.695,06;290.000,00;6.538,90;100,00;0,00;28;0;6.413.204,00;Preço Fechado;;;;25/07/2018;
36646816;68;JK STUDIO;;SOROCABA - SP;R JOAO DIAS DE SOUZA, 295;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-090;ZR 2;0;0;fev/16;jan/18;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.104,00;;1;2;;Academia, Lavanderia Coletiva, Espaco Gourmet, Piscina Semi-Olimpica, Piscina Semi-Climatizada, Sauna Umida, Spa, Estacao Trabalho,;KALIL;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;;;JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;DUPLEX;1;0;1;1;74,70;112,05;2;4;14;3,97;392.920,00;5.259,97;442.826,22;5.928,06;433.131,35;5.798,27;433.290,80;5.800,41;418.000,00;5.595,72;100,00;0,00;2;0;785.840,00;Preço Fechado;;;;25/08/2016;
39432417;69;JOAO C BERBEL;;SOROCABA - SP;R FERNAO SALLES, 1380;VILA HORTENCIA;SEM DISTRITO;;SOROCABA;SP;18020-266;ZR 2;0;0;dez/15;dez/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;930,00;;1;2;;Espaco Gourmet, Salao de Jogos, Brinquedoteca,;JCB;CONSTRUTORA JCB;CONSTRUTORA JCB;;;;CONSTRUTORA JCB;;RIBEIRA IMOVEIS;;;;;2 DORMS;2;1;2;1;60,45;90,67;28;4;7;3,86;209.950,00;3.473,12;238.819,35;3.950,69;237.087,08;3.922,04;232.942,07;3.853,47;230.000,00;3.804,80;75,00;25,00;21;7;5.878.600,00;Preço Fechado;;;;05/09/2018;AB 25/07/2018 : FICHA OK
39432417;69;JOAO C BERBEL;;SOROCABA - SP;R FERNAO SALLES, 1380;VILA HORTENCIA;SEM DISTRITO;;SOROCABA;SP;18020-266;ZR 2;0;0;dez/15;dez/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;930,00;;1;2;;Espaco Gourmet, Salao de Jogos, Brinquedoteca,;JCB;CONSTRUTORA JCB;CONSTRUTORA JCB;;;;CONSTRUTORA JCB;;RIBEIRA IMOVEIS;;;;;COB DUPLEX;3;1;2;2;104,00;156,00;4;4;7;3,86;363.800,00;3.498,08;413.824,63;3.979,09;410.822,96;3.950,22;403.640,51;3.881,16;400.000,00;3.846,15;100,00;0,00;4;0;1.455.200,00;Preço Fechado;;;;25/07/2018;
36428716;70;JR AMERICAN;;SOROCABA - SP;R RUA BENEDITO FERREIRA TELLES, 173;JARDIM SIMUS;SEM DISTRITO;;SOROCABA;SP;18055--27;ZR 2;0;0;jul/16;jul/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.168,00;;1;2;;Churrasqueira, Piscina Adulta, Playground, Brinquedoteca,;GUEB;GUEB EMPREENDIMENTOS IMOBILIARIOS;GUEB EMPREENDIMENTOS IMOBILIARIOS;;;;GUEB EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;2 DORMS;2;1;2;1;57,00;85,50;60;6;12;3,27;171.000,00;3.000,00;185.775,79;3.259,22;182.012,43;3.193,20;180.181,37;3.161,08;189.000,00;3.315,79;96,67;3,33;58;2;10.260.000,00;Preço Fechado;;;;04/09/2018;MM: 04.09.2018 Ficha revisada!
36428716;70;JR AMERICAN;;SOROCABA - SP;R RUA BENEDITO FERREIRA TELLES, 173;JARDIM SIMUS;SEM DISTRITO;;SOROCABA;SP;18055--27;ZR 2;0;0;jul/16;jul/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.168,00;;1;2;;Churrasqueira, Piscina Adulta, Playground, Brinquedoteca,;GUEB;GUEB EMPREENDIMENTOS IMOBILIARIOS;GUEB EMPREENDIMENTOS IMOBILIARIOS;;;;GUEB EMPREENDIMENTOS IMOBILIARIOS;;REIS IMOVEIS LTDA;;;;;1 DORM;1;0;1;1;43,00;64,50;12;6;12;3,27;123.000,00;2.860,47;133.628,20;3.107,64;130.921,22;3.044,68;129.604,14;3.014,05;125.000,00;2.906,98;100,00;0,00;12;0;1.476.000,00;Preço Fechado;;;;06/02/2017;
38271215;71;JULIA MARTINEZ;(LOTEAMENTO FECHADO);SOROCABA - SP;R PROFESSOR NELSON GUEDES, 385;JARDIM VILA SAO DOMINGOS;SEM DISTRITO;;SOROCABA;SP;18016-358;;0;0;set/13;set/13;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;PRONTO;40.000,00;;0;0;;;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;CASABRANCA MERCADO IMOBILIARIO;;;;;LOTE;0;0;0;0;300,00;300,00;105;0;0;2,27;140.000,00;466,67;184.369,23;614,57;184.378,69;614,60;173.915,55;579,72;175.000,00;583,33;100,00;0,00;105;0;14.700.000,00;Preço Fechado;;;;27/04/2016;
36681816;72;KAIROS SOROCABA;TORRE A, TORRE B;SOROCABA - SP;AV SAO PAULO, 1630;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18013-004;ZR 2;0;0;jun/16;jun/19;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;4.390,30;14.322,58;2;3;;Quadra Poli-Esportiva, Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Brinquedoteca, Fitness,;CBX;GRUPO CBX BRASIL LTDA;GRUPO CBX BRASIL LTDA;;;;GRUPO CBX BRASIL LTDA;;GRUPO CBX BRASIL LTDA;;;;;3 DORMS;3;1;2;2;85,16;115,00;88;4;11;3,42;300.000,00;3.522,78;327.527,42;3.846,02;319.879,54;3.756,22;319.945,48;3.756,99;305.000,00;3.581,49;47,73;52,27;42;46;26.400.000,00;Preço Fechado;;;;04/05/2018;"Vendas Suspensas. MM: 24.09.2018 Vendas Suspensas Fonte CBX Reinaldo ( 11) 2645-7800
LF: Vendas Suspensas, o empreendimento ira ter um novo lançamento, porém ainda sem previsão, conforme falado com Pedro da (CBX no telefone: 9.7800-4880). 04/05/2018.


VA: Vendas Suspensas. O empreendimento será Re-lançado, sem previsão. Contato: Reinaldo - CBX Brasil 2645 - 7800; 03/10/2017
JAS: Vendas suspensas. Construtora está esperando o acordo com o banco para prosseguir com as vendas. Falei com a Leia (CBX) / (11) 2645-7800. 31/07/2017."
36681816;72;KAIROS SOROCABA;TORRE A, TORRE B;SOROCABA - SP;AV SAO PAULO, 1630;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18013-004;ZR 2;0;0;jun/16;jun/19;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;4.390,30;14.322,58;2;3;;Quadra Poli-Esportiva, Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Brinquedoteca, Fitness,;CBX;GRUPO CBX BRASIL LTDA;GRUPO CBX BRASIL LTDA;;;;GRUPO CBX BRASIL LTDA;;GRUPO CBX BRASIL LTDA;;;;;COBERTURA;3;1;2;3;154,58;215,00;8;4;11;3,42;539.000,00;3.486,87;588.457,60;3.806,82;574.716,91;3.717,93;574.835,39;3.718,69;545.000,00;3.525,68;25,00;75,00;2;6;4.312.000,00;Preço Fechado;;;;04/05/2018;
330231115;73;LA VISTA MONCAYO;BL 1, BL 2, BL 3;SOROCABA - SP;R DEMERCINDO ALVES DA SILVA, 0;JARDIM PIRATININGA;SEM DISTRITO;;SOROCABA;SP;18016-085;ZR 2;0;0;out/15;set/19;;;Res. Vertical;MEDIO BAIXO;PADRAO SIMPLES-C/ELEVADOR;EM OBRAS;9.030,00;;3;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Piscina Coberta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Solarium, Playground, Spa, Brinquedoteca, Fitness, Espaco Beleza, Praca Chafariz,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;2 DORMS;2;1;2;2;72,38;108,57;136;4;18;3,88;274.560,00;3.793,31;313.696,02;4.334,01;316.308,34;4.370,10;305.204,65;4.216,70;350.000,00;4.835,59;97,79;2,21;133;3;37.340.160,00;Preço Fechado;;;;26/09/2018;WR: Revisado. 09/05
330231115;73;LA VISTA MONCAYO;BL 1, BL 2, BL 3;SOROCABA - SP;R DEMERCINDO ALVES DA SILVA, 0;JARDIM PIRATININGA;SEM DISTRITO;;SOROCABA;SP;18016-085;ZR 2;0;0;out/15;set/19;;;Res. Vertical;MEDIO BAIXO;PADRAO SIMPLES-C/ELEVADOR;EM OBRAS;9.030,00;;3;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Piscina Coberta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Solarium, Playground, Spa, Brinquedoteca, Fitness, Espaco Beleza, Praca Chafariz,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;3 DORMS;3;1;2;2;96,95;145,42;68;4;18;3,88;366.720,00;3.782,57;418.992,59;4.321,74;422.481,77;4.357,73;407.650,96;4.204,76;440.000,00;4.538,42;86,76;13,24;59;9;24.936.960,00;Preço Fechado;;;;26/09/2018;
330231115;73;LA VISTA MONCAYO;BL 1, BL 2, BL 3;SOROCABA - SP;R DEMERCINDO ALVES DA SILVA, 0;JARDIM PIRATININGA;SEM DISTRITO;;SOROCABA;SP;18016-085;ZR 2;0;0;out/15;set/19;;;Res. Vertical;MEDIO BAIXO;PADRAO SIMPLES-C/ELEVADOR;EM OBRAS;9.030,00;;3;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Piscina Coberta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Solarium, Playground, Spa, Brinquedoteca, Fitness, Espaco Beleza, Praca Chafariz,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;3;1;2;1;112,74;169,11;2;4;18;3,88;330.642,00;2.932,78;377.772,00;3.350,82;380.917,92;3.378,73;367.546,17;3.260,12;440.800,00;3.909,88;50,00;50,00;1;1;661.284,00;Preço Fechado;;;;26/09/2018;
330231115;73;LA VISTA MONCAYO;BL 1, BL 2, BL 3;SOROCABA - SP;R DEMERCINDO ALVES DA SILVA, 0;JARDIM PIRATININGA;SEM DISTRITO;;SOROCABA;SP;18016-085;ZR 2;0;0;out/15;set/19;;;Res. Vertical;MEDIO BAIXO;PADRAO SIMPLES-C/ELEVADOR;EM OBRAS;9.030,00;;3;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Piscina Coberta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Solarium, Playground, Spa, Brinquedoteca, Fitness, Espaco Beleza, Praca Chafariz,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;2;1;2;1;86,31;129,46;4;4;18;3,88;259.740,00;3.009,38;296.763,56;3.438,34;299.234,88;3.466,97;288.730,53;3.345,27;335.300,00;3.884,83;100,00;0,00;4;0;1.038.960,00;Preço Fechado;;;;09/05/2018;
330231115;73;LA VISTA MONCAYO;BL 1, BL 2, BL 3;SOROCABA - SP;R DEMERCINDO ALVES DA SILVA, 0;JARDIM PIRATININGA;SEM DISTRITO;;SOROCABA;SP;18016-085;ZR 2;0;0;out/15;set/19;;;Res. Vertical;MEDIO BAIXO;PADRAO SIMPLES-C/ELEVADOR;EM OBRAS;9.030,00;;3;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Piscina Coberta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Solarium, Playground, Spa, Brinquedoteca, Fitness, Espaco Beleza, Praca Chafariz,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;3;1;2;1;127,97;191,95;2;4;18;3,88;375.258,00;2.932,39;428.747,60;3.350,38;432.318,02;3.378,28;417.141,92;3.259,68;481.000,00;3.758,69;100,00;0,00;2;0;750.516,00;Preço Fechado;;;;10/08/2017;
330231115;73;LA VISTA MONCAYO;BL 1, BL 2, BL 3;SOROCABA - SP;R DEMERCINDO ALVES DA SILVA, 0;JARDIM PIRATININGA;SEM DISTRITO;;SOROCABA;SP;18016-085;ZR 2;0;0;out/15;set/19;;;Res. Vertical;MEDIO BAIXO;PADRAO SIMPLES-C/ELEVADOR;EM OBRAS;9.030,00;;3;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Piscina Coberta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Solarium, Playground, Spa, Brinquedoteca, Fitness, Espaco Beleza, Praca Chafariz,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;2;1;1;2;78,10;117,15;4;4;18;3,88;236.335,00;3.026,06;270.022,40;3.457,40;272.271,02;3.486,19;262.713,22;3.363,81;335.500,00;4.295,77;100,00;0,00;4;0;945.340,00;Preço Fechado;;;;10/08/2017;
330671115;74;LAVINIA;;SOROCABA - SP;R NAZARE, 164;JARDIM BETANIA;SEM DISTRITO;;SOROCABA;SP;18071-589;;0;0;out/15;fev/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;770,00;;1;0;;;L FURTADO;L FURTADO CONSTRUTORA;L FURTADO CONSTRUTORA;;;;L FURTADO CONSTRUTORA;;L FURTADO CONSTRUTORA;MENDES ORTEGA ASSESSORIA IMOBILIARIA;PUENTE IMOVEIS;;;2 DORMS;2;0;1;1;51,30;76,95;16;4;4;3,88;148.900,00;2.902,53;170.124,33;3.316,26;171.541,06;3.343,88;165.519,28;3.226,49;149.562,00;2.915,44;100,00;0,00;16;0;2.382.400,00;Preço Fechado;;;;03/10/2016;
